Id,Attributes,
X, red,  Ward
First Class Lounge, blue,  Premise
Le Pain Quotidien Ltd, blue,  Premise
APP\TEN\011414, black,  Application
APP\PERSONAL-NEW\002835, black,  Application
APP\PERSONAL-ADD\000522, black,  Application
APP\PERSONAL-CONV\000489, black,  Application
St Johns-At-Hampstead, blue,  Premise
Hyelm, blue,  Premise
APP\TEN\013629, black,  Application
2016/6513/TC, black,  Application
APP\TEN\007754, black,  Application
APP\TEN\011960, black,  Application
APP\TEN\004679, black,  Application
43237, black,  Application
APP\TEN\011685, black,  Application
APP\PREMISES-NEW\000039, black,  Application
APP\TEN\004956, black,  Application
Ted's Grooming, blue,  Premise
APP\PREMISES-VARYDPS\003322, black,  Application
APP\TEN\002329, black,  Application
APP\TEN\010540, black,  Application
The Tanning Shop, blue,  Premise
APP\TEN\005904, black,  Application
APP\TEN\008444, black,  Application
APP\TEN\007298, black,  Application
Cote, blue,  Premise
APP\TEN\009852, black,  Application
APP\TEN\010479, black,  Application
2011/1933/TC, black,  Application
APP\PREMISES-VARY\001010, black,  Application
APP\TEN\013607, black,  Application
APP\PREMISES-TRANS\001503, black,  Application
APP\PREMISES-CONV\001093, black,  Application
APP\PREMISES-VARYDPS\003651, black,  Application
APP\PREMISES-VARYDPS\003531, black,  Application
APP\PREMISES-VARYDPS\000222, black,  Application
APP\TEN\012890, black,  Application
2016/2905/TC, black,  Application
APP\TEN\011885, black,  Application
APP\PERSONAL-NEW\001681, black,  Application
APP\PREMISES-VARY\000329, black,  Application
APP\PREMISES-VARY\000879, black,  Application
APP\LATE-TEN\000709, black,  Application
"NHDF, Box 123", blue,  Premise
APP\PREMISES-CONV\000295, black,  Application
APP\PREMISES-VARYDPS\001404, black,  Application
APP\TEN\006023, black,  Application
APP\TEN\003794, black,  Application
2016/1867/TC, black,  Application
APP\PERSONAL-NEW\000960, black,  Application
APP\PERSONAL-NEW\000910, black,  Application
APP\PREMISES-NEW\000118, black,  Application
APP\PREMISES-VARYDPS\002460, black,  Application
APP\FILM-CLASS\00140, black,  Application
APP\LATE-TEN\000966, black,  Application
APP\TEN\011594, black,  Application
APP\PERSONAL-NEW\001514, black,  Application
APP\PREMISES-VARYDPS\002005, black,  Application
Co-operative Food, blue,  Premise
GPL-NEW\00016, black,  Application
APP\TEN\004243, black,  Application
APP\PERSONAL-NEW\000620, black,  Application
APP\PREMISES-VARYDPS\002218, black,  Application
APP\PERSONAL-NEW\001764, black,  Application
2015/5527/TC, black,  Application
APP\LATE-TEN\000992, black,  Application
APP\PREMISES-TRANS\000936, black,  Application
APP\PREMISES-NEW\000430, black,  Application
Cafe Mozart, blue,  Premise
APP\PREMISES-TRANS\000481, black,  Application
APP\PERSONAL-NEW\002301, black,  Application
Doughty Mews, blue,  Premise
APP\PREMISES-C-LIC\0060, black,  Application
APP\PERSONAL-NEW\000059, black,  Application
APP\TEN\003387, black,  Application
APP\TEN\005062, black,  Application
APP\PREMISES-VARYDPS\001614, black,  Application
APP\TEN\007400, black,  Application
APP\PREMISES-VARYDPS\004066, black,  Application
APP\TEN\003464, black,  Application
2013/5155/TC, black,  Application
APP\TEN\012641, black,  Application
APP\PREMISES-VARYDPS\003067, black,  Application
Hatton & Berkeley, blue,  Premise
APP\LATE-TEN\000784, black,  Application
APP\PERSONAL-ADD\000449, black,  Application
SSL-RNW\00110, black,  Application
APP\TEN\007597, black,  Application
APP\TEN\002715, black,  Application
APP\PREMISES-NEW\000486, black,  Application
APP\TEN\012914, black,  Application
APP\PREMISES-VARYDPS\000502, black,  Application
APP\TEN\013006, black,  Application
Pincess of Wales, blue,  Premise
APP\PREMISES-VARYDPS\004517, black,  Application
Unit R10, blue,  Premise
APP\TEN\000848, black,  Application
2014/4572/TC, black,  Application
APP\PREMISES-NEW\000800, black,  Application
APP\LATE-TEN\002097, black,  Application
APP\TEN\010933, black,  Application
APP\PREMISES-C-DPS\0009, black,  Application
Parkway Cleaners Ltd (paradise cleaners), blue,  Premise
Cagney's, blue,  Premise
APP\LATE-TEN\001608, black,  Application
APP\TEN\004498, black,  Application
APP\TEN\000958, black,  Application
46251, black,  Application
APP\PREMISES-CONV\000453, black,  Application
Ambika P3, blue,  Premise
APP\PREMISES-VARYDPS\004424, black,  Application
APP\PERSONAL-CONV\000668, black,  Application
APP\TEN\005864, black,  Application
APP\PREMISES-VARY\000215, black,  Application
APP\PERSONAL-CONV\000426, black,  Application
APP\PREMISES-MVARY\00636, black,  Application
APP\TEN\007636, black,  Application
APP\PREMISES-NEW\000092, black,  Application
APP\PREMISES-VARY\000528, black,  Application
APP\PREMISES-TRANS\000999, black,  Application
FC55, blue,  Premise
APP\PREMISES-VARYDPS\001591, black,  Application
APP\PERSONAL-NEW\000509, black,  Application
APP\LATE-TEN\001226, black,  Application
APP\TEN\009410, black,  Application
44584, black,  Application
APP\TEN\003281, black,  Application
The Terrace, blue,  Premise
APP\PERSONAL-NEW\000391, black,  Application
Street picnic - Patshull Road to Lawford Road, blue,  Premise
APP\TEN\002802, black,  Application
APP\PERSONAL-CONV\000593, black,  Application
APP\TEN\010793, black,  Application
APP\PREMISES-NEW\000497, black,  Application
APP\TEN\002947, black,  Application
Masqmenos, blue,  Premise
APP\PREMISES-C-LIC\0142, black,  Application
Olswang, blue,  Premise
APP\PERSONAL-NEW\002030, black,  Application
APP\TEN\007265, black,  Application
APP\TEN\010189, black,  Application
APP\PREMISES-C-LIC\0171, black,  Application
APP\PERSONAL-NEW\000899, black,  Application
APP\PERSONAL-NEW\002950, black,  Application
APP\TEN\000486, black,  Application
APP\PREMISES-TRANS\000978, black,  Application
APP\PREMISES-VARYDPS\000045, black,  Application
APP\LATE-TEN\001034, black,  Application
SSL-NEW\00012, black,  Application
APP\LATE-TEN\000075, black,  Application
APP\TEN\011872, black,  Application
APP\TEN\010606, black,  Application
NOI\00082, black,  Application
APP\TEN\000965, black,  Application
APP\PREMISES-C-LIC\0034, black,  Application
APP\PREMISES-NEW\000820, black,  Application
APP\TEN\003213, black,  Application
APP\PREMISES-NEW\001351, black,  Application
APP\PERSONAL-NEW\000746, black,  Application
APP\TEN\005048, black,  Application
APP\TEN\011300, black,  Application
APP\SE-RENW\00300, black,  Application
APP\PREMISES-VARY\000071, black,  Application
APP\TEN\004583, black,  Application
APP\PERSONAL-NEW\001824, black,  Application
APP\PREMISES-TRANS\000996, black,  Application
APP\PERSONAL-NEW\000723, black,  Application
APP\PREMISES-VARYDPS\002088, black,  Application
APP\PERSONAL-ADD\000264, black,  Application
APP\TEN\002201, black,  Application
APP\PREMISES-VARYDPS\002077, black,  Application
APP\TEN\007398, black,  Application
APP\TEN\013077, black,  Application
SSL-RNW\00057, black,  Application
Shamrat Of India, blue,  Premise
APP\PERSONAL-NEW\000166, black,  Application
APP\TEN\009689, black,  Application
APP\PREMISES-MVARY\00370, black,  Application
APP\PREMISES-TRANS\000187, black,  Application
APP\TEN\011783, black,  Application
APP\TEN\011021, black,  Application
APP\SE-VARY\00248, black,  Application
4 Arkwright Road, blue,  Premise
APP\PREMISES-TRANS\001118, black,  Application
"Holdsworth Spirit & Company Ltd, Unit 53", blue,  Premise
Bedford Square Gardens, blue,  Premise
Referred To Committee Hearing, yellow,  Status
APP\PERSONAL-NEW\000671, black,  Application
APP\TEN\008588, black,  Application
2016/6023/TC, black,  Application
APP\PREMISES-MVARY\00629, black,  Application
APP\LATE-TEN\001156, black,  Application
APP\TEN\000613, black,  Application
APP\TEN\005562, black,  Application
APP\TEN\000976, black,  Application
APP\LATE-TEN\000918, black,  Application
APP\PREMISES-TRANS\000969, black,  Application
APP\TEN\001981, black,  Application
APP\PREMISES-NEW\001794, black,  Application
APP\PERSONAL-ADD\000123, black,  Application
APP\PREMISES-VARYDPS\003156, black,  Application
APP\PREMISES-VARY\000184, black,  Application
APP\PERSONAL-NEW\001027, black,  Application
APP\PREMISES-VARY(T)\000129, black,  Application
APP\PREMISES-VARYDPS\000907, black,  Application
2015/4724/TC, black,  Application
APP\PREMISES-TRANS\001463, black,  Application
APP\TEN\000774, black,  Application
APP\TEN\008656, black,  Application
APP\PREMISES-MVARY\00316, black,  Application
APP\PERSONAL-NEW\001830, black,  Application
Grosvenor Casino, blue,  Premise
APP\PREMISES-VARYDPS\000196, black,  Application
APP\TEN\010464, black,  Application
APP\PERSONAL-CONV\000172, black,  Application
APP\PREMISES-NEW\001527, black,  Application
APP\PREMISES-VARYDPS\001290, black,  Application
APP\PREMISES-VARYDPS\002525, black,  Application
APP\PREMISES-TRANS\001464, black,  Application
APP\LATE-TEN\001427, black,  Application
APP\PERSONAL-CONV\000761, black,  Application
APP\PREMISES-VARYDPS\001130, black,  Application
NOI\00187, black,  Application
APP\PREMISES-VARYDPS\001018, black,  Application
APP\TEN\003108, black,  Application
APP\PREMISES-VARYDPS\004178, black,  Application
APP\PREMISES-VARYDPS\004055, black,  Application
APP\TEN\011465, black,  Application
APP\TEN\012996, black,  Application
APP\TEN\005958, black,  Application
APP\PREMISES-TRANS\000754, black,  Application
APP\TEN\008534, black,  Application
Bibendum Wine Ltd, blue,  Premise
GPL-VARY\00021, black,  Application
42486, black,  Application
APP\PERSONAL-NEW\002625, black,  Application
APP\PERSONAL-NEW\000498, black,  Application
APP\TEN\010816, black,  Application
APP\PREMISES-VARY(T)\000456, black,  Application
APP\PERSONAL-NEW\001801, black,  Application
Premises - Variation of DPS, purple,  Type
APP\TEN\005883, black,  Application
APP\PREMISES-VARYDPS\000121, black,  Application
APP\PREMISES-VARYDPS\002706, black,  Application
2013/1438/TC, black,  Application
LL135, blue,  Premise
The Roundhouse, blue,  Premise
APP\LATE-TEN\000933, black,  Application
APP\TEN\002377, black,  Application
APP\TEN\009258, black,  Application
Area Outside Ice Wharf, blue,  Premise
APP\PERSONAL-NEW\001453, black,  Application
APP\PERSONAL-NEW\001431, black,  Application
APP\PREMISES-LICOPY\0057, black,  Application
49107, black,  Application
Secrets (Parker St), blue,  Premise
APP\TEN\010724, black,  Application
APP\TEN\007336, black,  Application
APP\PREMISES-TRANS\001160, black,  Application
Faaji, blue,  Premise
On The pavement / road outside Fat Face in the Thomas Neal Centre on Short Gardens, blue,  Premise
Out of Context, blue,  Premise
APP\TEN\003306, black,  Application
APP\PREMISES-C-LIC\0195, black,  Application
APP\PREMISES-VARY\000689, black,  Application
APP\PREMISES-NEW\000186, black,  Application
68A Limited, blue,  Premise
APP\LATE-TEN\001200, black,  Application
Ballyhoo, blue,  Premise
GGN\00041, black,  Application
Frognal and Fitzjohns, red,  Ward
APP\TEN\000567, black,  Application
APP\PREMISES-VARY\000953, black,  Application
APP\TEN\012448, black,  Application
APP\PREMISES-CONV\000413, black,  Application
APP\TEN\013486, black,  Application
APP\TEN\001637, black,  Application
APP\PREMISES-TRANS\001155, black,  Application
Perkins, blue,  Premise
APP\TEN\008030, black,  Application
APP\TEN\010261, black,  Application
APP\TEN\007386, black,  Application
APP\PERSONAL-NEW\000905, black,  Application
APP\TEN\003118, black,  Application
Perfect Me Skin Aesthetics, blue,  Premise
APP\TEN\008154, black,  Application
APP\PREMISES-TRANS\000153, black,  Application
APP\PREMISES-NEW\001118, black,  Application
APP\PREMISES-VARYDPS\003668, black,  Application
APP\PREMISES-NEW\001688, black,  Application
APP\LATE-TEN\001835, black,  Application
APP\PREMISES-VARYDPS\002795, black,  Application
APP\LATE-TEN\001696, black,  Application
APP\TEN\004197, black,  Application
APP\TEN\010672, black,  Application
The Crush Bar & Long Bar, blue,  Premise
APP\PREMISES-VARYDPS\003376, black,  Application
APP\PREMISES-TRANS\000499, black,  Application
APP\PERSONAL-NEW\001068, black,  Application
APP\LATE-TEN\000439, black,  Application
APP\TEN\002874, black,  Application
APP\PREMISES-VARYDPS\003336, black,  Application
APP\PREMISES-CONV\000402, black,  Application
APP\TEN\003115, black,  Application
APP\TEN\004236, black,  Application
APP\PERSONAL-NEW\002007, black,  Application
2013/0467/TC, black,  Application
APP\PREMISES-MVARY\00389, black,  Application
PS01, blue,  Premise
43403, black,  Application
APP\PERSONAL-CONV\000616, black,  Application
2013/7051/TC, black,  Application
APP\PREMISES-VARY(T)\000150, black,  Application
APP\PREMISES-VARYDPS\001516, black,  Application
APP\PREMISES-VARYDPS\003249, black,  Application
APP\PERSONAL-NEW\001602, black,  Application
APP\TEN\007967, black,  Application
APP\TEN\008074, black,  Application
APP\TEN\001804, black,  Application
APP\PREMISES-TRANS\000227, black,  Application
APP\LATE-TEN\000806, black,  Application
APP\TEN\007050, black,  Application
APP\TEN\004849, black,  Application
APP\PREMISES-TRANS\001148, black,  Application
APP\PERSONAL-ADD\000537, black,  Application
APP\PREMISES-VARYDPS\002575, black,  Application
APP\TEN\006617, black,  Application
Jeroboams Shops Ltd, blue,  Premise
APP\PREMISES-REV\000123, black,  Application
47609, black,  Application
APP\PERSONAL-NEW\000190, black,  Application
APP\PERSONAL-NEW\000713, black,  Application
APP\LATE-TEN\002109, black,  Application
APP\PERSONAL-CONV\000686, black,  Application
APP\PREMISES-NEW\000417, black,  Application
APP\TEN\010391, black,  Application
APP\TEN\008504, black,  Application
2014/4326/TC, black,  Application
Bobby's (formerly La Brocca), blue,  Premise
Done Our Bit Club, blue,  Premise
APP\PREMISES-VARY\000085, black,  Application
APP\PREMISES-VARY\000039, black,  Application
APP\TEN\005618, black,  Application
APP\TEN\007259, black,  Application
APP\TEN\006849, black,  Application
APP\PREMISES-VARYDPS\002555, black,  Application
APP\PERSONAL-CONV\000855, black,  Application
APP\PERSONAL-ADD\000546, black,  Application
APP\PREMISES-VARYDPS\001099, black,  Application
APP\TEN\007521, black,  Application
APP\PERSONAL-NEW\000168, black,  Application
APP\PREMISES-MVARY\00183, black,  Application
APP\PREMISES-TRANS\000230, black,  Application
APP\PERSONAL-NEW\002929, black,  Application
2014/4813/TC, black,  Application
APP\PREMISES-TRANS\000678, black,  Application
APP\PREMISES-VARYDPS\003051, black,  Application
APP\PREMISES-NEW\001233, black,  Application
40591, black,  Application
APP\TEN\008148, black,  Application
Buckingham Hotel, blue,  Premise
APP\TEN\001812, black,  Application
APP\PERSONAL-NEW\003063, black,  Application
APP\TEN\001943, black,  Application
APP\PERSONAL-CONV\000153, black,  Application
APP\TEN\007379, black,  Application
SSL-NEW\00153, black,  Application
APP\PREMISES-VARYDPS\001798, black,  Application
APP\TEN\012092, black,  Application
APP\PREMISES-TRANS\000864, black,  Application
APP\TEN\010319, black,  Application
APP\TEN\008633, black,  Application
APP\TEN\004701, black,  Application
APP\PREMISES-CONV\000244, black,  Application
APP\LATE-TEN\001211, black,  Application
APP\PREMISES-LICOPY\0176, black,  Application
APP\TEN\012976, black,  Application
APP\PERSONAL-NEW\002112, black,  Application
46393, black,  Application
APP\PREMISES-VARYDPS\000828, black,  Application
APP\PREMISES-C-LIC\0232, black,  Application
APP\TEN\011711, black,  Application
APP\TEN\012923, black,  Application
APP\TEN\006457, black,  Application
APP\PREMISES-TRANS\000051, black,  Application
APP\PREMISES-TRANS\001467, black,  Application
APP\TEN\002718, black,  Application
APP\TEN\008184, black,  Application
APP\TEN\007193, black,  Application
APP\PERSONAL-NEW\002436, black,  Application
APP\PREMISES-VARY(T)\000364, black,  Application
APP\PERSONAL-NEW\001613, black,  Application
APP\PERSONAL-NEW\001224, black,  Application
APP\PREMISES-VARYDPS\002418, black,  Application
48148, black,  Application
APP\TEN\006560, black,  Application
APP\PERSONAL-NEW\000707, black,  Application
APP\PREMISES-VARYDPS\003707, black,  Application
APP\TEN\007852, black,  Application
APP\TEN\000881, black,  Application
APP\TEN\000904, black,  Application
Upper Crust Barrier Line, blue,  Premise
APP\PREMISES-TRANS\000162, black,  Application
Capital Food, blue,  Premise
APP\TEN\009922, black,  Application
APP\TEN\003339, black,  Application
APP\PREMISES-VARYDPS\002979, black,  Application
APP\PREMISES-VARYDPS\001174, black,  Application
APP\PREMISES-CONV\001101, black,  Application
APP\TEN\002093, black,  Application
APP\LATE-TEN\001744, black,  Application
APP\PERSONAL-NEW\002872, black,  Application
APP\TEN\008876, black,  Application
APP\PERSONAL-NEW\000405, black,  Application
43610, black,  Application
APP\PREMISES-TRANS\000576, black,  Application
APP\PREMISES-TRANS\001394, black,  Application
APP\TEN\008753, black,  Application
APP\PREMISES-TRANS\001039, black,  Application
APP\TEN\009625, black,  Application
APP\PREMISES-VARY(T)\000084, black,  Application
APP\PERSONAL-CONV\000325, black,  Application
GPL-VARY\00014, black,  Application
APP\PREMISES-VARYDPS\004438, black,  Application
APP\PREMISES-VARYDPS\001503, black,  Application
2014/0016/TC, black,  Application
APP\PREMISES-TRANS\001420, black,  Application
APP\LATE-TEN\001317, black,  Application
APP\TEN\006928, black,  Application
APP\PERSONAL-ADD\000534, black,  Application
APP\PREMISES-VARYDPS\003093, black,  Application
APP\TEN\007179, black,  Application
APP\PREMISES-MVARY\00595, black,  Application
APP\PREMISES-NEW\001342, black,  Application
APP\TEN\000413, black,  Application
APP\PREMISES-VARYDPS\001403, black,  Application
GPL-VARY\00008, black,  Application
APP\PREMISES-VARY\000350, black,  Application
APP\PERSONAL-NEW\002034, black,  Application
APP\TEN\001181, black,  Application
APP\TEN\008376, black,  Application
APP\PREMISES-C-LIC\0037, black,  Application
APP\LATE-TEN\000581, black,  Application
APP\PERSONAL-ADD\000640, black,  Application
APP\TEN\010918, black,  Application
APP\PERSONAL-NEW\001587, black,  Application
Nautilus Fish Restaurant, blue,  Premise
APP\TEN\010232, black,  Application
APP\TEN\010907, black,  Application
APP\TEN\005486, black,  Application
APP\PERSONAL-NEW\000975, black,  Application
APP\TEN\009223, black,  Application
APP\PERSONAL-ADD\000614, black,  Application
APP\PREMISES-TRANS\001393, black,  Application
APP\PREMISES-VARYDPS\002407, black,  Application
APP\PERSONAL-NEW\003002, black,  Application
APP\TEN\004370, black,  Application
APP\TEN\003018, black,  Application
65 Monmouth Street, blue,  Premise
APP\TEN\000358, black,  Application
APP\PREMISES-VARYDPS\002438, black,  Application
APP\PERSONAL-NEW\001405, black,  Application
APP\TEN\010237, black,  Application
APP\PERSONAL-ADD\000143, black,  Application
APP\PERSONAL-NEW\002791, black,  Application
APP\PERSONAL-NEW\000722, black,  Application
45165, black,  Application
APP\TEN\004738, black,  Application
APP\TEN\006939, black,  Application
APP\TEN\007362, black,  Application
APP\TEN\013516, black,  Application
APP\PREMISES-VARY\000825, black,  Application
APP\TEN\007886, black,  Application
APP\PREMISES-MVARY\00681, black,  Application
APP\PREMISES-VARYDPS\004484, black,  Application
APP\TEN\008864, black,  Application
APP\TEN\011211, black,  Application
APP\PERSONAL-ADD\000010, black,  Application
APP\LATE-TEN\002023, black,  Application
Xiang Mai, blue,  Premise
APP\TEN\001508, black,  Application
APP\PREMISES-TRANS\000495, black,  Application
APP\PREMISES-VARY(T)\000380, black,  Application
APP\PREMISES-VARYDPS\001094, black,  Application
APP\PERSONAL-ADD\000193, black,  Application
APP\PERSONAL-NEW\001962, black,  Application
APP\TEN\004552, black,  Application
APP\PREMISES-VARYDPS\000484, black,  Application
APP\PREMISES-CONV\000844, black,  Application
Lord Stanley, blue,  Premise
APP\PREMISES-TRANS\001070, black,  Application
APP\PREMISES-LICOPY\0054, black,  Application
APP\PREMISES-VARYDPS\001478, black,  Application
APP\PERSONAL-NEW\002092, black,  Application
APP\LATE-TEN\000585, black,  Application
APP\PERSONAL-ADD\000814, black,  Application
APP\TEN\005629, black,  Application
APP\PREMISES-VARYDPS\000233, black,  Application
2010/3753/TC, black,  Application
APP\TEN\001054, black,  Application
APP\TEN\003202, black,  Application
APP\TEN\003091, black,  Application
APP\PREMISES-NEW\000091, black,  Application
APP\TEN\004085, black,  Application
APP\TEN\006427, black,  Application
APP\PERSONAL-NEW\002593, black,  Application
APP\PREMISES-VARYDPS\002246, black,  Application
GGN\00070, black,  Application
APP\PERSONAL-CONV\000428, black,  Application
APP\TEN\000798, black,  Application
APP\PERSONAL-CONV\000502, black,  Application
APP\PERSONAL-NEW\000139, black,  Application
APP\PREMISES-VARY\000191, black,  Application
APP\TEN\012516, black,  Application
APP\PREMISES-NEW\000168, black,  Application
APP\PREMISES-TRANS\000448, black,  Application
APP\TEN\005218, black,  Application
APP\TEN\006099, black,  Application
GGN\00048, black,  Application
APP\PREMISES-VARYDPS\001114, black,  Application
APP\PREMISES-CONV\000272, black,  Application
CS087, blue,  Premise
Grafton Arms, blue,  Premise
APP\PERSONAL-CONV\000828, black,  Application
APP\PREMISES-NEW\001602, black,  Application
APP\TEN\007414, black,  Application
MacMillan De'Longhi Art Programme Committee, blue,  Premise
APP\TEN\006819, black,  Application
APP\PREMISES-TRANS\000798, black,  Application
APP\PREMISES-VARYDPS\002378, black,  Application
APP\PERSONAL-NEW\001019, black,  Application
The Cruciform Building UCL, blue,  Premise
LL111, blue,  Premise
APP\TEN\009282, black,  Application
APP\PREMISES-VARYDPS\000131, black,  Application
APP\TEN\003093, black,  Application
APP\TEN\007948, black,  Application
APP\PREMISES-NEW\001729, black,  Application
APP\PREMISES-VARYDPS\003433, black,  Application
APP\TEN\006703, black,  Application
APP\TEN\007545, black,  Application
The Boot, blue,  Premise
APP\PREMISES-VARY\000690, black,  Application
2013/2757/TC, black,  Application
APP\PREMISES-VARYDPS\000469, black,  Application
APP\PREMISES-VARYDPS\004303, black,  Application
Lambs Conduit Street, blue,  Premise
APP\PERSONAL-NEW\002280, black,  Application
APP\TEN\003828, black,  Application
APP\TEN\010018, black,  Application
APP\PERSONAL-NEW\002473, black,  Application
APP\PERSONAL-NEW\000326, black,  Application
APP\TEN\004621, black,  Application
The Monarch ph, blue,  Premise
APP\LATE-TEN\000303, black,  Application
SSL-RNW\00107, black,  Application
Park Village Studios, blue,  Premise
APP\PREMISES-VARYDPS\000283, black,  Application
APP\PREMISES-VARYDPS\000355, black,  Application
2015/2541/TC, black,  Application
APP\PREMISES-VARYDPS\000622, black,  Application
APP\TEN\003914, black,  Application
APP\PERSONAL-NEW\000792, black,  Application
APP\PERSONAL-CONV\001054, black,  Application
APP\PERSONAL-ADD\000512, black,  Application
APP\PERSONAL-CONV\000667, black,  Application
44335, black,  Application
APP-TUN\00010, black,  Application
APP\PERSONAL-NEW\002735, black,  Application
APP\PREMISES-NEW\000022, black,  Application
G & C Off Licence, blue,  Premise
APP\PERSONAL-NEW\001279, black,  Application
APP\PREMISES-VARYDPS\002206, black,  Application
APP\LATE-TEN\000482, black,  Application
APP\PREMISES-VARY\000731, black,  Application
APP\TEN\005207, black,  Application
APP\LATE-TEN\000451, black,  Application
2014/0985/TC, black,  Application
APP\PREMISES-VARYDPS\000535, black,  Application
APP\TEN\003995, black,  Application
APP\PREMISES-CONV\000120, black,  Application
APP\TEN\001482, black,  Application
Gaming Notification, purple,  Type
APP\TEN\007777, black,  Application
APP\LATE-TEN\000300, black,  Application
APP\PERSONAL-ADD\000625, black,  Application
APP\TEN\005289, black,  Application
APP\TEN\007670, black,  Application
APP\LATE-TEN\001581, black,  Application
42997, black,  Application
APP\TEN\007367, black,  Application
APP\LATE-TEN\001224, black,  Application
SSL-RNW\00054, black,  Application
APP\TEN\010911, black,  Application
2010/2218/TC, black,  Application
GGN\00175, black,  Application
APP\PREMISES-NEW\001130, black,  Application
SSL-NEW\00037, black,  Application
APP\TEN\000615, black,  Application
APP\PREMISES-VARYDPS\001829, black,  Application
APP\PREMISES-CONV\000517, black,  Application
2013/1055/TC, black,  Application
APP\LATE-TEN\001055, black,  Application
APP\LATE-TEN\000149, black,  Application
APP\TEN\001586, black,  Application
APP\TEN\011117, black,  Application
APP\PREMISES-VARY\000478, black,  Application
Caffe Fratelli SP2, blue,  Premise
APP\TEN\009514, black,  Application
APP\PREMISES-VARY(T)\000268, black,  Application
APP\TEN\004113, black,  Application
2012/1622/TC, black,  Application
APP\TEN\008614, black,  Application
APP\PREMISES-VARYDPS\000421, black,  Application
APP\SE-NEW\00009, black,  Application
Dementia UK, blue,  Premise
APP\TEN\004897, black,  Application
APP\PREMISES-VARY\000496, black,  Application
APP\TEN\007862, black,  Application
APP\PERSONAL-NEW\000346, black,  Application
APP\LATE-TEN\001648, black,  Application
APP\PREMISES-CONV\000974, black,  Application
2013/7667/TC, black,  Application
Simply Fish, blue,  Premise
APP\PERSONAL-CONV\000215, black,  Application
APP\LATE-TEN\000956, black,  Application
APP\LATE-TEN\001232, black,  Application
APP\TEN\004254, black,  Application
APP\PERSONAL-NEW\001158, black,  Application
Camden Nails & Beauty, blue,  Premise
APP\LATE-TEN\001680, black,  Application
Le Pain Quotidien (previously McDonalds), blue,  Premise
APP\TEN\011255, black,  Application
APP\TEN\012061, black,  Application
2014/0215/TC, black,  Application
Sushi Bar Atariya (formerly named as Fairfax Plaice), blue,  Premise
APP\PREMISES-CONV\000536, black,  Application
APP\TEN\010725, black,  Application
APP\PREMISES-NEW\001723, black,  Application
APP\TEN\005776, black,  Application
APP\TEN\000257, black,  Application
Holy Trinity Church, blue,  Premise
APP\TEN\002404, black,  Application
APP\PERSONAL-NEW\000112, black,  Application
APP\PREMISES-NEW\001516, black,  Application
55247, black,  Application
APP\TEN\012965, black,  Application
APP\PERSONAL-ADD\000150, black,  Application
APP\PREMISES-CONV\000643, black,  Application
NOI\00052, black,  Application
APP\TEN\008405, black,  Application
APP\PERSONAL-NEW\002483, black,  Application
APP\PERSONAL-NEW\000397, black,  Application
APP\TEN\011022, black,  Application
APP\TEN\012603, black,  Application
Fremantlemedia Limited, blue,  Premise
APP\TEN\007786, black,  Application
GPL-VARY\00015, black,  Application
2009/1659/TC, black,  Application
APP\PREMISES-VARYDPS\000995, black,  Application
2014/4759/TC, black,  Application
APP\PERSONAL-CONV\001073, black,  Application
2012/2662/TC, black,  Application
APP\PERSONAL-NEW\000392, black,  Application
APP\LATE-TEN\000112, black,  Application
APP\TEN\000761, black,  Application
APP\TEN\001456, black,  Application
APP\TEN\007237, black,  Application
APP\LATE-TEN\000364, black,  Application
APP\TEN\008960, black,  Application
APP\TEN\003325, black,  Application
APP\TEN\007449, black,  Application
APP\PREMISES-VARYDPS\003824, black,  Application
APP\PREMISES-CONV\000632, black,  Application
43880, black,  Application
APP\PREMISES-NEW\000312, black,  Application
APP\TEN\000216, black,  Application
APP\TEN\002331, black,  Application
APP\LATE-TEN\001061, black,  Application
APP\PERSONAL-NEW\000347, black,  Application
APP\TEN\003881, black,  Application
APP\TEN\006880, black,  Application
45107, black,  Application
45356, black,  Application
APP\PREMISES-VARYDPS\004518, black,  Application
APP\TEN\002060, black,  Application
APP\LATE-TEN\000937, black,  Application
APP\LATE-TEN\001460, black,  Application
APP\TEN\010187, black,  Application
APP\PREMISES-NEW\000170, black,  Application
Brondes Age, blue,  Premise
APP\TEN\006926, black,  Application
APP\TEN\005334, black,  Application
APP\TEN\012737, black,  Application
APP\TEN\010203, black,  Application
APP\PREMISES-NEW\001589, black,  Application
APP\PREMISES-TRANS\000692, black,  Application
APP\PREMISES-CONV\000947, black,  Application
APP\PREMISES-C-LIC\0185, black,  Application
APP\TEN\000132, black,  Application
Mondello Restaurant, blue,  Premise
2014/7782/TC, black,  Application
APP\PREMISES-TRANS\000345, black,  Application
APP\TEN\005169, black,  Application
APP\PERSONAL-NEW\002750, black,  Application
APP\PREMISES-NEW\000483, black,  Application
APP\TEN\005924, black,  Application
APP\PREMISES-NEW\000508, black,  Application
APP\TEN\007849, black,  Application
APP\PREMISES-TRANS\000846, black,  Application
APP\TEN\011105, black,  Application
APP\PREMISES-VARY\000961, black,  Application
APP\PERSONAL-NEW\002428, black,  Application
Prince Of Wales, blue,  Premise
GGN\00120, black,  Application
APP\TEN\009651, black,  Application
2010/0690/TC, black,  Application
APP\PREMISES-VARYDPS\002837, black,  Application
Mildreds, blue,  Premise
Urbanest Cafe, blue,  Premise
