Id,Attributes,
The T.E. Dingwall Building (Formerly Lock 17/Highlight), blue,  Premise
APP\PERSONAL-ADD\000560, black,  Application
APP\PREMISES-VARYDPS\003082, black,  Application
APP\TEN\001126, black,  Application
APP\PREMISES-VARYDPS\001322, black,  Application
SSL-NEW\00043, black,  Application
APP\PERSONAL-NEW\002465, black,  Application
APP\TEN\002299, black,  Application
KINGS CROSS TCM AND HERBAL CENTRE UACM, blue,  Premise
APP\PREMISES-VARYDPS\001872, black,  Application
APP\TEN\010961, black,  Application
APP\PREMISES-TRANS\000751, black,  Application
APP\TEN\010696, black,  Application
APP\TEN\011221, black,  Application
APP\TEN\001481, black,  Application
APP\PREMISES-VARYDPS\002082, black,  Application
APP\PERSONAL-NEW\002245, black,  Application
2013/1750/TC, black,  Application
NOI\00078, black,  Application
APP\TEN\001386, black,  Application
APP\TEN\006297, black,  Application
APP\PERSONAL-NEW\003054, black,  Application
2012/4306/TC, black,  Application
APP\PREMISES-CONV\000250, black,  Application
APP\PREMISES-VARYDPS\001309, black,  Application
APP\PERSONAL-NEW\001331, black,  Application
APP\PREMISES-VARYDPS\001209, black,  Application
Massage and Special Treatment Renewal with transfer, purple,  Type
APP\TEN\013363, black,  Application
APP\TEN\005805, black,  Application
APP\TEN\000980, black,  Application
APP\PREMISES-CONV\001034, black,  Application
APP\TEN\004365, black,  Application
APP\PREMISES-VARYDPS\003138, black,  Application
APP\PERSONAL-ADD\000530, black,  Application
A-SAUCE LIMITED, blue,  Premise
APP\PERSONAL-ADD\000374, black,  Application
2010/1095/TC, black,  Application
APP\LATE-TEN\000311, black,  Application
APP\PREMISES-VARY\000038, black,  Application
APP\TEN\008068, black,  Application
APP\PREMISES-VARY\000299, black,  Application
APP\PERSONAL-NEW\002676, black,  Application
Leather Lane Market Strip, blue,  Premise
APP\TEN\002730, black,  Application
APP\TEN\000597, black,  Application
APP\TEN\010553, black,  Application
APP\PREMISES-CONV\000993, black,  Application
APP\TEN\001801, black,  Application
APP\PERSONAL-NEW\002612, black,  Application
APP\PREMISES-NEW\001236, black,  Application
Crown Cafe, blue,  Premise
APP\PREMISES-TRANS\001437, black,  Application
APP\TEN\004680, black,  Application
APP\LATE-TEN\000936, black,  Application
GGN\00028, black,  Application
APP\PREMISES-VARYDPS\004165, black,  Application
Clink 261, blue,  Premise
APP\LATE-TEN\000524, black,  Application
APP\TEN\007876, black,  Application
APP\TEN\004068, black,  Application
APP\TEN\002212, black,  Application
Krimas, blue,  Premise
APP\TEN\004409, black,  Application
2013/2720/TC, black,  Application
APP\TEN\004993, black,  Application
APP\LATE-TEN\002112, black,  Application
APP\PREMISES-C-LIC\0249, black,  Application
APP\PREMISES-VARY\000662, black,  Application
APP\TEN\001022, black,  Application
APP\TEN\000460, black,  Application
APP\PREMISES-NEW\000919, black,  Application
APP\PERSONAL-NEW\000679, black,  Application
APP\TEN\011550, black,  Application
APP\TEN\012473, black,  Application
2016/5241/TC, black,  Application
APP\LATE-TEN\001293, black,  Application
APP\PREMISES-VARY\000450, black,  Application
SSL-NEW\00094, black,  Application
APP\TEN\008178, black,  Application
APP\TEN\002371, black,  Application
APP\TEN\013016, black,  Application
APP\PREMISES-NEW\000064, black,  Application
2014/6348/TC, black,  Application
APP\PREMISES-VARYDPS\000750, black,  Application
APP\PREMISES-TRANS\001567, black,  Application
APP\PREMISES-MVARY\00397, black,  Application
APP\TEN\007518, black,  Application
APP\PREMISES-VARYDPS\002303, black,  Application
Devonshire Arms (Formely Hobgoblin), blue,  Premise
APP\TEN\008590, black,  Application
APP\PERSONAL-NEW\002095, black,  Application
47783, black,  Application
APP\TEN\006761, black,  Application
APP\PREMISES-VARYDPS\000044, black,  Application
SSL-NEW\00102, black,  Application
APP\PREMISES-VARYDPS\002374, black,  Application
APP\PERSONAL-CONV\000530, black,  Application
APP\PREMISES-VARYDPS\002224, black,  Application
Sagar Restaurant, blue,  Premise
APP\PERSONAL-CONV\000185, black,  Application
APP\PERSONAL-CONV\000599, black,  Application
APP\PERSONAL-NEW\001197, black,  Application
GPL-PRV\00001, black,  Application
Express Food and Wine, blue,  Premise
APP\TEN\012045, black,  Application
APP\PREMISES-NEW\000472, black,  Application
APP\TEN\011131, black,  Application
APP\LATE-TEN\001340, black,  Application
APP\PERSONAL-CONV\000065, black,  Application
APP\TEN\004270, black,  Application
Soul Central, blue,  Premise
APP\PREMISES-VARYDPS\000505, black,  Application
APP\PREMISES-NEW\000353, black,  Application
APP\PREMISES-VARY\000944, black,  Application
APP\PERSONAL-NEW\002819, black,  Application
APP\PREMISES-TRANS\001064, black,  Application
APP\PREMISES-CONV\000783, black,  Application
APP\LATE-TEN\001489, black,  Application
46709, black,  Application
APP\PREMISES-VARY\000534, black,  Application
APP\TEN\009074, black,  Application
APP\PREMISES-VARYDPS\000879, black,  Application
APP\LATE-TEN\000444, black,  Application
APP\PREMISES-VARY\000441, black,  Application
2014/5831/TC, black,  Application
APP\TEN\003328, black,  Application
APP\PREMISES-CONV\000914, black,  Application
NOI\00277, black,  Application
APP\PREMISES-MVARY\00281, black,  Application
APP\TEN\002345, black,  Application
APP\TEN\011203, black,  Application
APP\PREMISES-VARYDPS\002344, black,  Application
APP\TEN\011784, black,  Application
APP\PREMISES-VARYDPS\003969, black,  Application
APP\PERSONAL-NEW\003015, black,  Application
APP\TEN\013443, black,  Application
APP\PERSONAL-CONV\000275, black,  Application
APP\PREMISES-VARYDPS\001951, black,  Application
APP\TEN\000801, black,  Application
APP\PREMISES-TRANS\001565, black,  Application
APP\PREMISES-VARYDPS\000769, black,  Application
The Argyle (previously King of Diamonds), blue,  Premise
APP\TEN\008953, black,  Application
APP\PERSONAL-CONV\000865, black,  Application
APP\TEN\002867, black,  Application
APP\TEN\013341, black,  Application
APP\PERSONAL-NEW\001340, black,  Application
45061, black,  Application
Ark, blue,  Premise
APP\TEN\012148, black,  Application
APP\TEN\003263, black,  Application
Princes of Wales, blue,  Premise
APP\PREMISES-VARYDPS\004217, black,  Application
APP\PREMISES-VARYDPS\003426, black,  Application
2014/3196/TC, black,  Application
APP\TEN\002151, black,  Application
Monsoon, blue,  Premise
APP\PREMISES-VARYDPS\002489, black,  Application
NOI\00181, black,  Application
APP\PREMISES-NEW\000311, black,  Application
APP\TEN\000580, black,  Application
APP\PREMISES-MVARY\00176, black,  Application
Coram Community Campus, blue,  Premise
APP\TEN\000709, black,  Application
245 Tottenham Court Road, blue,  Premise
St Georges Church, blue,  Premise
SC15, blue,  Premise
APP\TEN\012774, black,  Application
APP\TEN\011341, black,  Application
APP\LATE-TEN\000704, black,  Application
APP\PREMISES-TRANS\000096, black,  Application
APP\PREMISES-C-DPS\0064, black,  Application
APP\TEN\008829, black,  Application
2013/2666/TC, black,  Application
Tannin & Oak, blue,  Premise
APP\PREMISES-VARY\000485, black,  Application
44244, black,  Application
APP\TEN\008548, black,  Application
APP\LATE-TEN\000339, black,  Application
APP\PREMISES-VARYDPS\000837, black,  Application
NOI\00282, black,  Application
APP\PREMISES-NEW\000256, black,  Application
APP\PREMISES-VARYDPS\001233, black,  Application
APP\PREMISES-VARYDPS\004456, black,  Application
APP\PREMISES-TRANS\000815, black,  Application
APP\PREMISES-MVARY\00405, black,  Application
APP\PREMISES-VARYDPS\001837, black,  Application
APP\TEN\000874, black,  Application
2015/3813/TC, black,  Application
APP\PREMISES-NEW\001455, black,  Application
Charing X Venue, blue,  Premise
APP\PREMISES-VARYDPS\001134, black,  Application
APP\TEN\006548, black,  Application
APP\TEN\004687, black,  Application
43238, black,  Application
APP\TEN\007227, black,  Application
APP\PERSONAL-NEW\002989, black,  Application
APP\PREMISES-VARYDPS\002466, black,  Application
44042, black,  Application
APP\TEN\003301, black,  Application
APP\LATE-TEN\000510, black,  Application
APP\PERSONAL-NEW\001459, black,  Application
APP\PREMISES-TRANS\000776, black,  Application
APP\PREMISES-VARY\000449, black,  Application
APP\TEN\003345, black,  Application
NOI\00219, black,  Application
2015/5395/TC, black,  Application
APP\PREMISES-VARY\000642, black,  Application
47715, black,  Application
APP\PERSONAL-NEW\002560, black,  Application
APP\PREMISES-TRANS\000271, black,  Application
APP\TEN\007610, black,  Application
APP\TEN\005247, black,  Application
APP\TEN\002304, black,  Application
APP\PREMISES-MVARY\00443, black,  Application
APP\TEN\005327, black,  Application
46456, black,  Application
APP\PERSONAL-NEW\000451, black,  Application
APP\TEN\007781, black,  Application
APP\TEN\008044, black,  Application
APP\PREMISES-NEW\001077, black,  Application
APP\PREMISES-CONV\000601, black,  Application
APP\PERSONAL-NEW\000110, black,  Application
College Gardens, blue,  Premise
Street Trading - New Application, purple,  Type
APP\PREMISES-MVARY\00404, black,  Application
2014/2705/TC, black,  Application
APP\PREMISES-VARYDPS\001756, black,  Application
APP\PREMISES-NEW\000318, black,  Application
APP\TEN\009361, black,  Application
NOI\00225, black,  Application
APP\PERSONAL-CONV\000319, black,  Application
"Primrose Hill Business Association Christmas Fair - Between Erskine Road, Primrose Hill Road, Sharpshall Street", blue,  Premise
APP\TEN\000220, black,  Application
APP\PERSONAL-NEW\000929, black,  Application
The Dairy, blue,  Premise
APP\PREMISES-VARYDPS\001531, black,  Application
SSL-NEW\00120, black,  Application
APP\TEN\006263, black,  Application
APP\PERSONAL-CONV\000241, black,  Application
Sainsburys supermarkets Ltd, blue,  Premise
APP\PREMISES-VARY\000340, black,  Application
APP\PREMISES-NEW\001356, black,  Application
APP\PREMISES-TRANS\000432, black,  Application
APP\PREMISES-VARY\000509, black,  Application
APP\LATE-TEN\001667, black,  Application
APP\PREMISES-CONV\000471, black,  Application
APP\PREMISES-NEW\001721, black,  Application
APP\TEN\012362, black,  Application
APP\TEN\001808, black,  Application
APP\PERSONAL-NEW\002617, black,  Application
APP\TEN\010305, black,  Application
2011/4180/TC, black,  Application
APP\TEN\009677, black,  Application
APP\TEN\008139, black,  Application
ES16, blue,  Premise
LPGMP-NEW\00021, black,  Application
The Trades Union Congress, blue,  Premise
APP\TEN\002806, black,  Application
APP\PREMISES-NEW\000972, black,  Application
APP\TEN\007821, black,  Application
"Ye Olde White Bear, including New End, Well Walk and New End Square", blue,  Premise
APP\TEN\002854, black,  Application
Scala, blue,  Premise
APP\PREMISES-NEW\001754, black,  Application
APP\TEN\004903, black,  Application
Chamisse (formerly Al Zaytoon), blue,  Premise
2014/5798/TC, black,  Application
APP\LATE-TEN\001512, black,  Application
APP\PREMISES-CONV\001196, black,  Application
APP\PREMISES-NEW\001029, black,  Application
APP\TEN\007584, black,  Application
2011/5479/TC, black,  Application
APP\PERSONAL-NEW\000477, black,  Application
APP\PERSONAL-NEW\000986, black,  Application
APP\TEN\009798, black,  Application
APP\TEN\003763, black,  Application
46459, black,  Application
APP\PERSONAL-NEW\000372, black,  Application
Price Surprise, blue,  Premise
2014/3034/TC, black,  Application
APP\TEN\003128, black,  Application
APP\TEN\002294, black,  Application
APP\PREMISES-CONV\001146, black,  Application
APP\LATE-TEN\001471, black,  Application
APP\PREMISES-VARY(T)\000291, black,  Application
APP\TEN\008004, black,  Application
44382, black,  Application
APP\TEN\012649, black,  Application
46384, black,  Application
APP\LATE-TEN\001169, black,  Application
APP\PREMISES-C-LIC\0228, black,  Application
APP\TEN\004913, black,  Application
APP\TEN\002308, black,  Application
APP\PREMISES-VARYDPS\000836, black,  Application
GGN\00169, black,  Application
APP\TEN\005725, black,  Application
NOI\00252, black,  Application
APP\PERSONAL-CONV\000067, black,  Application
APP\TEN\003280, black,  Application
APP\TEN\012983, black,  Application
APP\PREMISES-NEW\000028, black,  Application
APP\TEN\007055, black,  Application
APP\TEN\006636, black,  Application
APP\PREMISES-VARY\000322, black,  Application
APP\PERSONAL-ADD\000213, black,  Application
APP\TEN\009274, black,  Application
APP\TEN\001036, black,  Application
Sardo Restaurant, blue,  Premise
APP\PERSONAL-NEW\003032, black,  Application
APP\TEN\009960, black,  Application
APP\TEN\009486, black,  Application
APP\PREMISES-LICOPY\0154, black,  Application
Bountiful Cow, blue,  Premise
APP\TEN\000006, black,  Application
APP\PREMISES-VARY\000914, black,  Application
APP\TEN\000711, black,  Application
APP\TEN\003785, black,  Application
APP\PREMISES-VARY\000263, black,  Application
APP\TEN\008992, black,  Application
APP\LATE-TEN\000779, black,  Application
APP\TEN\013158, black,  Application
APP\PREMISES-VARYDPS\000764, black,  Application
APP\PREMISES-VARYDPS\001298, black,  Application
APP\PREMISES-CONV\000509, black,  Application
APP\PERSONAL-NEW\002695, black,  Application
APP\TEN\007384, black,  Application
APP\PERSONAL-NEW\002905, black,  Application
