Company Name,Company Number,Care Of,PO Box,Address Line 1,Address Line 2,Town,County,Country,Postcode,Company Category,Company Status,Country Of Origin,Incorporation Date,Dissolution Date,Account Reference Day,Account Reference Month,Accounts Next Due Date,Accounts Last Made Up To Date,Account Category,Returns Next Due Date,Returns Last Made Up To Date,Number Of Mortgage Charges,Number Of Outstanding Mortgage Charges,Number Of Part Satisfied Mortgage Charges,Number Of Satisfied Mortgage Charges,Standard Industrial Classification Code 1,Standard Industrial Classification Code 2,Standard Industrial Classification Code 3,Standard Industrial Classification Code 4,Number Of General Partners,Number Of Limited Partners,Unique Resource Identifier,Previous Names,Local Authority Code,Local Authority Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Location,Last Uploaded,Organisation URI
INNOVATION PACKAGING SOLUTIONS LTD,06553899,,,11 MURRAY STREET,CAMDEN,LONDON,GREATER LONDON,UNITED KINGDOM,NW1 9RE,Private Limited Company,Liquidation,United Kingdom,03/04/2008,,31,3,31/12/2010,31/03/2009,TOTAL EXEMPTION FULL,01/05/2010,31/03/2009,2,2,0,0,2522 - Manufacture of plastic pack goods,,,,0,0,http://business.data.gov.uk/id/company/06553899,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529608,184364,-0.132395,51.543299,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543299, -0.132395)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
MUSIC MAPS LLP,OC367727,,,71A GAISFORD STREET,,LONDON,,,NW5 2EE,Limited Liability Partnership,Active,United Kingdom,02/09/2011,,30,9,30/06/2017,30/09/2015,TOTAL EXEMPTION SMALL,30/09/2016,02/09/2015,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/OC367727,MUSIC MAPS SOUTH AND EAST LLP (29/09/2011); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529236,184834,-0.137584,51.547607,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.547607, -0.137584)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
ASCOT CONSULTING (UK) LTD,06230272,,,"11 MURRAY STREET, CAMDEN",LONDON,GREATER LONDON,,,NW1 9RE,Private Limited Company,Active,United Kingdom,27/04/2007,,30,4,31/01/2018,30/04/2016,DORMANT,25/05/2017,27/04/2016,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/06230272,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529608,184364,-0.132395,51.543299,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543299, -0.132395)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
KTIEW EMS TRUST,05162532,,,31 PATSHULL ROAD,LONDON,,,,NW5 2JX,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,24/06/2004,,30,6,31/03/2018,30/06/2016,TOTAL EXEMPTION SMALL,22/07/2017,24/06/2016,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/05162532,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529099,184802,-0.13957,51.547351,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.547351, -0.13957)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
SWEDBRAND UK LIMITED,09716042,,,180 ROYAL COLLEGE ROAD,,CAMDEN,LONDON,,NW1 9NN,Private Limited Company,Active,United Kingdom,04/08/2015,,31,12,30/09/2018,31/12/2016,TOTAL EXEMPTION FULL,01/09/2016,,0,0,0,0,17219 - Manufacture of other paper and paperboard containers,,,,0,0,http://business.data.gov.uk/id/company/09716042,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529184,184237,-0.138552,51.542254,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.542254, -0.138552)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
HOCUS LIMITED,05336053,,,122 ST PANCRAS WAY,LONDON,,,,NW1 9NB,Private Limited Company,Active,United Kingdom,18/01/2005,,30,6,31/03/2018,30/06/2016,,02/02/2017,05/01/2016,1,1,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/05336053,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529104,184411,-0.139641,51.543836,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543836, -0.139641)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
LAWFORD MANAGEMENT CO. LIMITED,02156235,,,35 LAWFORD ROAD,LONDON,,,,NW5 2LG,Private Limited Company,Active,United Kingdom,21/08/1987,,31,3,31/12/2017,31/03/2016,TOTAL EXEMPTION SMALL,23/05/2017,25/04/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/02156235,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529279,184717,-0.137007,51.546546,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.546546, -0.137007)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
LENNOX AGAR WEB DESIGN LTD,09982667,,,110 AGAR GROVE,,LONDON,,UNITED KINGDOM,NW1 9TY,Private Limited Company,Active - Proposal to Strike off,United Kingdom,02/02/2016,,29,2,02/11/2017,,NO ACCOUNTS FILED,02/03/2017,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/09982667,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529939,184360,-0.127626,51.543187,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543187, -0.127626)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
RECAL (2014) LIMITED,09204318,,,122 ST. PANCRAS WAY,ST. PANCRAS WAY,LONDON,,ENGLAND,NW1 9NB,Private Limited Company,Active,United Kingdom,04/09/2014,,29,2,30/11/2017,29/02/2016,DORMANT,02/10/2016,04/09/2015,0,0,0,0,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",,,,0,0,http://business.data.gov.uk/id/company/09204318,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529104,184411,-0.139641,51.543836,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543836, -0.139641)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
DEEP SEA HAND CAR WASH LIMITED,10189435,,,152A AGAR GROVE,,LONDON,,ENGLAND,NW1 9TY,Private Limited Company,Active,United Kingdom,19/05/2016,,31,5,19/02/2018,,NO ACCOUNTS FILED,16/06/2017,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/10189435,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529939,184360,-0.127626,51.543187,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543187, -0.127626)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
87 ST AUGUSTINE'S ROAD MANAGEMENT COMPANY LIMITED,02509006,MUNGO WENBAN-SMITH,,87 ST. AUGUSTINE'S ROAD,,LONDON,,,NW1 9RR,Private Limited Company,Active,United Kingdom,06/06/1990,,30,6,31/03/2018,30/06/2016,DORMANT,21/06/2017,24/05/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/02509006,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529868,184618,-0.128554,51.545521,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.545521, -0.128554)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
SASHABEL LTD,08508327,,,FLAT 11,56-58 BARTHOLOMEW ROAD,LONDON,,,NW5 2BF,Private Limited Company,Active,United Kingdom,29/04/2013,,30,4,31/01/2018,30/04/2016,TOTAL EXEMPTION SMALL,27/05/2017,29/04/2016,0,0,0,0,86101 - Hospital activities,,,,0,0,http://business.data.gov.uk/id/company/08508327,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529350,184638,-0.136012,51.54582,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.54582, -0.136012)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
KO & KO LIMITED,08398797,,,167 GROUND FLOOR,YORK WAY,LONDON,,,N7 9LN,Private Limited Company,Active,United Kingdom,12/02/2013,,31,3,31/12/2017,31/03/2016,TOTAL EXEMPTION SMALL,12/03/2017,12/02/2016,0,0,0,0,47260 - Retail sale of tobacco products in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/08398797,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529860,184935,-0.128552,51.548372,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.548372, -0.128552)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
PM TAXI RENTALS LTD,09242199,,,63 CAMDEN MEWS,,LONDON,,,NW1 9BY,Private Limited Company,Active,United Kingdom,30/09/2014,,30,9,30/06/2017,30/09/2015,DORMANT,28/10/2016,30/09/2015,0,0,0,0,77110 - Renting and leasing of cars and light motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/09242199,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529578,184621,-0.132733,51.545615,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.545615, -0.132733)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
EUROPEAN SWING DANCE CHAMPIONSHIPS LTD.,08446637,,,18A NORTH VILLAS,,LONDON,,ENGLAND,NW1 9BJ,Private Limited Company,Active,United Kingdom,15/03/2013,,14,3,14/12/2017,14/03/2016,,12/04/2017,15/03/2016,0,0,0,0,93199 - Other sports activities,,,,0,0,http://business.data.gov.uk/id/company/08446637,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529725,184734,-0.130572,51.546597,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.546597, -0.130572)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
GRAND CENTRAL RUSTAT ROAD CAMBRIDGE MANAGEMENT LIMITED,09534119,,,RINGLEY HOUSE 349,ROYAL COLLEGE STREET,LONDON,,,NW1 9QS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,09/04/2015,,30,4,31/01/2018,30/04/2016,DORMANT,07/05/2017,09/04/2016,0,0,0,0,68320 - Management of real estate on a fee or contract basis,,,,0,0,http://business.data.gov.uk/id/company/09534119,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
SOUTHPOINT SUTTON ROAD MANAGEMENT COMPANY LIMITED,09988619,,,RINGLEY HOUSE 349,ROYAL COLLEGE STREET,LONDON,,,NW1 9QS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,04/02/2016,,29,2,04/11/2017,,NO ACCOUNTS FILED,04/03/2017,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/09988619,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
GALA APPLE FH COMPANY LIMITED,07268281,,,349 ROYAL COLLEGE STREET,,LONDON,,,NW1 9QS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,28/05/2010,,31,5,28/02/2018,31/05/2016,DORMANT,25/06/2017,28/05/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/07268281,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528990,184487,-0.141256,51.544545,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544545, -0.141256)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
KICKS CONSTRUCTION LTD,10122993,,,"FLAT 1, 236 ROYAL COLLEGE STREET",,LONDON,,UNITED KINGDOM,NW1 9QR,Private Limited Company,Active,United Kingdom,14/04/2016,,30,4,14/01/2018,,NO ACCOUNTS FILED,12/05/2017,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/10122993,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529021,184504,-0.140803,51.544691,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544691, -0.140803)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
GILBEY FILMS LIMITED,07714653,,,19 CAMDEN MEWS,,LONDON,,,NW1 9DB,Private Limited Company,Active,United Kingdom,22/07/2011,,31,7,30/04/2018,31/07/2016,TOTAL EXEMPTION SMALL,19/08/2016,22/07/2015,0,0,0,0,59112 - Video production activities,59113 - Television programme production activities,,,0,0,http://business.data.gov.uk/id/company/07714653,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529445,184451,-0.134712,51.544118,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544118, -0.134712)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
ATS (TRAVEL CONSULTANTS) LIMITED,02284693,,,158 KENTISH TOWN ROAD,,LONDON,,,NW5 2AG,Private Limited Company,Active,United Kingdom,05/08/1988,,31,3,31/12/2017,31/03/2016,TOTAL EXEMPTION SMALL,28/01/2017,31/12/2015,1,1,0,0,79120 - Tour operator activities,,,,0,0,http://business.data.gov.uk/id/company/02284693,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528973,184757,-0.141403,51.546976,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.546976, -0.141403)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
FILM ACADEMY LTD,05543193,,,"11 MURRAY STREET, CAMDEN",LONDON,GREATER LONDON,,,NW1 9RE,Private Limited Company,Active,United Kingdom,23/08/2005,,31,8,31/05/2017,31/08/2015,DORMANT,20/09/2016,23/08/2015,0,0,0,0,59111 - Motion picture production activities,59112 - Video production activities,59131 - Motion picture distribution activities,59132 - Video distribution activities,0,0,http://business.data.gov.uk/id/company/05543193,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529608,184364,-0.132395,51.543299,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543299, -0.132395)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
SONIQ PRODUCTIONS LIMITED,06435177,SONIQ PRODUCTIONS LIMITED,,31A ST AUGUSTINES ROAD,,LONDON,UNITED KINGDON,,NW1 9RL,Private Limited Company,Active,United Kingdom,22/11/2007,,30,11,31/08/2017,30/11/2015,TOTAL EXEMPTION SMALL,20/12/2016,22/11/2015,0,0,0,0,59200 - Sound recording and music publishing activities,,,,0,0,http://business.data.gov.uk/id/company/06435177,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529747,184477,-0.13035,51.544282,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544282, -0.13035)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
UNIVERSAL EUROPE LIMITED,01606397,,,122 ST PANCRAS WAY,LONDON,,,,NW1 9NB,Private Limited Company,Active,United Kingdom,04/01/1982,,31,3,31/12/2017,31/03/2016,DORMANT,28/06/2017,31/05/2016,0,0,0,0,28990 - Manufacture of other special-purpose machinery n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/01606397,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529104,184411,-0.139641,51.543836,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.543836, -0.139641)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
CREATION SPACE LTD,08972241,,,FORMER PUBLIC TOILET CORNER OF KENTISH TOWN ROAD,WITH ROYAL COLLEGE STREET,LONDON,,ENGLAND,NW1 9PX,Private Limited Company,Active,United Kingdom,02/04/2014,,30,4,31/01/2018,30/04/2016,,30/04/2017,02/04/2016,0,0,0,0,90020 - Support activities to performing arts,,,,0,0,http://business.data.gov.uk/id/company/08972241,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,528986,184460,-0.141324,51.544304,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544304, -0.141324)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
VIOLET MANAGEMENT LIMITED,05323758,,,FIRST FLOOR FLAT,9 CLIFF ROAD,LONDON,,,NW1 9AN,Private Limited Company,Active,United Kingdom,04/01/2005,,31,1,31/10/2017,31/01/2016,DORMANT,01/02/2017,04/01/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/05323758,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529846,184861,-0.128781,51.54771,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.54771, -0.128781)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
BROOME & ASSOCIATES LIMITED,08470352,,,2B CAMDEN MEWS,,LONDON,,,NW1 9DB,Private Limited Company,Active,United Kingdom,02/04/2013,,31,3,31/12/2017,31/03/2016,TOTAL EXEMPTION SMALL,30/04/2017,02/04/2016,0,0,0,0,59200 - Sound recording and music publishing activities,,,,0,0,http://business.data.gov.uk/id/company/08470352,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529445,184451,-0.134712,51.544118,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.544118, -0.134712)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
MS FITNESS LIMITED,08630386,,,6 LINKWOOD WALK,,LONDON,,,NW1 9YB,Private Limited Company,Active,United Kingdom,30/07/2013,,31,7,30/04/2018,31/07/2016,,27/08/2016,30/07/2015,0,0,0,0,93199 - Other sports activities,,,,0,0,http://business.data.gov.uk/id/company/08630386,(); (); (); (); (); (); (); (); (); ();,E09000007,Camden,E05000131,Cantelowes,529889,184236,-0.128392,51.542084,Postcode Level. Companies registered in these London Boroughs are not necessarily located in these Boroughs.,"(51.542084, -0.128392)",08/05/2017 10:30:30 AM,http://opendatacommunities.org/id/london-borough-council/camden
