,Origin-Destination,Premise,pathid,latitude,longitude,Received Date
180,Destination,Flesh and Buns (previously Kitchen Italia),2013_Flesh and Buns (previously Kitchen Italia)_Bounce,51.514056,-0.12601400000000001,2013-07-06
181,Origin,Bounce,2013_Flesh and Buns (previously Kitchen Italia)_Bounce,51.518529,-0.108519,2013-02-08
182,Destination,Mela,2013_Mela_Bounce,51.51386,-0.127887,2013-07-06
183,Origin,Bounce,2013_Mela_Bounce,51.518529,-0.108519,2013-02-08
184,Destination,Northumberland Arms,2013_Northumberland Arms_Bounce,51.523142,-0.137511,2013-07-08
185,Origin,Bounce,2013_Northumberland Arms_Bounce,51.518529,-0.108519,2013-02-08
186,Destination,Grand Union (Camden),2013_Grand Union (Camden)_Bounce,51.541578,-0.13784200000000002,2013-06-02
187,Origin,Bounce,2013_Grand Union (Camden)_Bounce,51.518529,-0.108519,2013-02-08
188,Destination,Crown & Anchor,2013_Crown & Anchor_Bounce,51.514247999999995,-0.125254,2013-07-06
189,Origin,Bounce,2013_Crown & Anchor_Bounce,51.518529,-0.108519,2013-02-08
190,Destination,Oliver's Yard Cafe,2013_Oliver's Yard Cafe_Bounce,51.54123,-0.146584,2013-11-28
191,Origin,Bounce,2013_Oliver's Yard Cafe_Bounce,51.518529,-0.108519,2013-02-08
192,Destination,The Monarch,2013_The Monarch_Bounce,51.54314,-0.148383,2013-10-14
193,Origin,Bounce,2013_The Monarch_Bounce,51.518529,-0.108519,2013-02-08
194,Destination,King William The Fourth,2013_King William The Fourth_Bounce,51.555440999999995,-0.176922,2013-06-02
195,Origin,Bounce,2013_King William The Fourth_Bounce,51.518529,-0.108519,2013-02-08
196,Destination,Wheatsheaf,2013_Wheatsheaf_Bounce,51.51757,-0.132725,2013-07-08
197,Origin,Bounce,2013_Wheatsheaf_Bounce,51.518529,-0.108519,2013-02-08
198,Destination,Zala Grill (formerly Hola Paella),2013_Zala Grill (formerly Hola Paella)_Bounce,51.54123,-0.146584,2013-05-20
199,Origin,Bounce,2013_Zala Grill (formerly Hola Paella)_Bounce,51.518529,-0.108519,2013-02-08
200,Destination,Bunga Bunga (Formerly The Drury Club Ground Floor and Mezzanine),2013_Bunga Bunga (Formerly The Drury Club Ground Floor and Mezzanine)_Bounce,51.51578,-0.12225699999999999,2013-11-02
201,Origin,Bounce,2013_Bunga Bunga (Formerly The Drury Club Ground Floor and Mezzanine)_Bounce,51.518529,-0.108519,2013-02-08
202,Destination,Ship Tavern,2013_Ship Tavern_Bounce,51.517002000000005,-0.11943599999999999,2013-06-02
203,Origin,Bounce,2013_Ship Tavern_Bounce,51.518529,-0.108519,2013-02-08
204,Destination,Bunga Bunga (Fomerly The Drury Club Basement),2013_Bunga Bunga (Fomerly The Drury Club Basement)_Bounce,51.51578,-0.12225699999999999,2013-11-02
205,Origin,Bounce,2013_Bunga Bunga (Fomerly The Drury Club Basement)_Bounce,51.518529,-0.108519,2013-02-08
206,Destination,"Honest Burgers, 34A, 34D, L8","2013_Honest Burgers, 34A, 34D, L8_Bounce",51.54123,-0.146584,2013-11-28
207,Origin,Bounce,"2013_Honest Burgers, 34A, 34D, L8_Bounce",51.518529,-0.108519,2013-02-08
208,Destination,Barrica,2013_Barrica_Bounce,51.51935,-0.13703900000000002,2013-07-08
209,Origin,Bounce,2013_Barrica_Bounce,51.518529,-0.108519,2013-02-08
210,Destination,Rossopomodoro,2013_Rossopomodoro_Bounce,51.513243,-0.127366,2013-07-06
211,Origin,Bounce,2013_Rossopomodoro_Bounce,51.518529,-0.108519,2013-02-08
212,Destination,The 10 Cases (formerly Aziza Cafe),2013_The 10 Cases (formerly Aziza Cafe)_Bounce,51.514406,-0.12488599999999998,2013-10-01
213,Origin,Bounce,2013_The 10 Cases (formerly Aziza Cafe)_Bounce,51.518529,-0.108519,2013-02-08
214,Destination,Kentucky Fried Chicken,2013_Kentucky Fried Chicken_Bounce,51.520337,-0.134654,2013-03-15
215,Origin,Bounce,2013_Kentucky Fried Chicken_Bounce,51.518529,-0.108519,2013-02-08
