,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
6304,APP\LATE-TEN\000511,Late Temporary Event Notice,The Marathon,"87 CHALK FARM ROAD, LONDON, NW1 8AR",LA2003,Application Approved,No,29/10/2013,,,,01/11/2013,2013-10-29,,Camden Town,E05000136,Haverstock,528257.51,184405.88,-0.151855,51.543994,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.543994, -0.151855)",33742,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\000511
6318,APP\LATE-TEN\000397,Late Temporary Event Notice,Edinboro Castle,"57 MORNINGTON TERRACE, LONDON, NW1 7RU",LA2003,Application Approved,No,14/06/2013,,,,18/06/2013,2013-06-13,,Camden Town,E05000142,Regent's Park,528759.31,183538.72,-0.14494,51.536087,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.536087, -0.14494)",33837,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\000397
6319,APP\LATE-TEN\000102,Late Temporary Event Notice,Trattoria Verdi,"110 SOUTHAMPTON ROW, LONDON, WC1B 4BL",LA2003,Application Rejected,No,,,,,04/09/2012,2012-08-30,31/08/2012,,E05000138,Holborn and Covent Garden,530397.56,181815.73,-0.12197000000000001,51.520227,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.520227, -0.12197)",34112,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\000102
6338,APP\LATE-TEN\001382,Late Temporary Event Notice,Jebena Restaurant (formerly Cafe Milan),"302 KILBURN HIGH ROAD, LONDON, NW6 2DB",LA2003,Application Approved,No,21/09/2015,,,,24/09/2015,2015-09-20,,,E05000140,Kilburn,524890.5,184341.9,-0.200406,51.544173,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.544173, -0.200406)",32930,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\001382
6345,APP\LATE-TEN\000627,Late Temporary Event Notice,Camden Collective,"159 161 CAMDEN HIGH STREET, LONDON, NW1 7JY",LA2003,Application Approved,No,11/12/2013,,,,10/12/2013,2013-05-12,,Camden Town,E05000130,Camden Town with Primrose Hill,528919.45,183783.2,-0.142543,51.538247,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.538247, -0.142543)",33633,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\000627
6346,APP\LATE-TEN\001543,Late Temporary Event Notice,Nisa (formerly Leighton Arms),"101 BRECKNOCK ROAD, LONDON, N7 0DA",LA2003,Application Approved,No,15/12/2015,,,,17/12/2015,2015-12-14,,,E05000139,Kentish Town,529549.72,185368.07,-0.132877,51.552346,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.552346, -0.132877)",32777,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\001543
6407,APP\LATE-TEN\000744,Late Temporary Event Notice,Adventure Bar (previously Detroit),"35 THOMAS NEAL CENTRE EARLHAM STREET, LONDON, WC2H 9LD",LA2003,Application Approved,No,20/03/2014,,,,24/03/2014,2014-03-19,,Seven Dials,E05000138,Holborn and Covent Garden,530134.56,181122.31,-0.12601400000000001,51.514056,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.514056, -0.126014)",33521,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\000744
6438,APP\LATE-TEN\000180,Late Temporary Event Notice,North Bridge House Prep School,"1 GLOUCESTER AVENUE, LONDON, NW1 7AB",LA2003,Application Approved,No,22/11/2012,,,,26/11/2012,2012-11-21,,,E05000130,Camden Town with Primrose Hill,528608.38,183604.53,-0.14709,51.536712,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.536712, -0.14709)",34038,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\000180
6469,APP\LATE-TEN\001577,Late Temporary Event Notice,Square Pig,"30  32 PROCTER STREET, LONDON, WC1V 6NZ",LA2003,Application Approved,No,04/01/2016,,,,07/01/2016,2016-04-01,,,E05000138,Holborn and Covent Garden,530520.02,181665.51,-0.12026099999999999,51.518848999999996,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.518849, -0.120261)",32745,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\001577
6471,APP\LATE-TEN\000640,Late Temporary Event Notice,Camden Collective,"159 161 CAMDEN HIGH STREET, LONDON, NW1 7JY",LA2003,Application Approved,No,10/12/2013,,,,10/12/2013,2013-05-12,,Camden Town,E05000130,Camden Town with Primrose Hill,528919.45,183783.2,-0.142543,51.538247,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.538247, -0.142543)",33621,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\LATE-TEN\000640
