,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
3897,APP\PREMISES-C-PREM\0010,Premises - Change of Premises Name,Express Food and Wine,"379 KENTISH TOWN ROAD, LONDON, NW5 2TJ",LA2003,Application Approved In Full,No,02/08/2012,,,,,2012-07-25,,,E05000139,Kentish Town,528986.57,185239.77,-0.141042,51.551322,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.551322, -0.141042)",31843,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-PREM\0010
5317,APP\PREMISES-C-PREM\0013,Premises - Change of Premises Name,Philomena's,"40 GREAT QUEEN STREET, LONDON, WC2B 5AA",LA2003,Application Approved In Full,No,09/10/2012,,,,,2012-09-28,,,,,530342.31,181211.81,-0.12298900000000001,51.514813000000004,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.514813, -0.122989)",31840,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-PREM\0013
5444,APP\PREMISES-C-PREM\0041,Premises - Change of Premises Name,Jing Jun Ge Chinese Restaurant,"289 FINCHLEY ROAD, LONDON, NW3 6ND",LA2003,Application Approved In Full,No,22/08/2014,,,,,2014-08-18,,,E05000145,West Hampstead,526121.17,184925.27,-0.18245899999999998,51.549141999999996,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.549142, -0.182459)",31814,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-PREM\0041
5451,APP\PREMISES-C-PREM\0062,Premises - Change of Premises Name,The Load of Hay Tavern (Previously Hill),"94 HAVERSTOCK HILL, LONDON, NW3 2BD",LA2003,Application Approved In Full,No,12/01/2016,,,,,2016-11-01,,,E05000136,Haverstock,527831.96,184715.57,-0.157876,51.546873,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.546873, -0.157876)",31794,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-PREM\0062
5453,APP\PREMISES-C-PREM\0025,Premises - Change of Premises Name,The 10 Cases (formerly Aziza Cafe),"18 ENDELL STREET, LONDON, WC2H 9BD",LA2003,Application Approved In Full,No,10/07/2013,,,,,2013-10-07,,Seven Dials,E05000138,Holborn and Covent Garden,530211.81,181163.2,-0.12488599999999998,51.514406,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.514406, -0.124886)",31828,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-PREM\0025
5802,APP\PREMISES-C-PREM\0036,Premises - Change of Premises Name,Navruz Restaurant (formerly Charleys Bar),"82  84 CRICKLEWOOD BROADWAY, LONDON, NW2 3EL",LA2003,Application Approved In Full,No,11/04/2014,,,,,2014-11-04,11/04/2014,,E05000132,Fortune Green,524013.33,185498.28,-0.212641,51.554759000000004,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.554759, -0.212641)",31818,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-PREM\0036
5836,APP\PREMISES-C-PREM\0054,Premises - Change of Premises Name,The Cedar Restaurant and Bar,"202 WEST END LANE, LONDON, NW6 1SG",LA2003,Application Approved In Full,No,15/05/2015,,,,,2015-12-05,,,E05000145,West Hampstead,525520.26,184974.34,-0.191104,51.549717,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.549717, -0.191104)",31802,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-PREM\0054
6441,APP\PREMISES-C-PREM\0006,Premises - Change of Premises Name,Lilly Langtree,"121 ABBEY ROAD, LONDON, NW6 4SL",LA2003,Application Approved In Full,No,26/03/2012,,,,,2012-03-14,,,E05000140,Kilburn,525740.21,183879.85,-0.188324,51.539832000000004,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.539832, -0.188324)",31847,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-PREM\0006
6550,APP\PREMISES-C-PREM\0035,Premises - Change of Premises Name,Be At One,"55 CAMDEN HIGH STREET, LONDON, NW1 7JH",LA2003,Application Rejected,No,09/01/2014,,,,,2014-02-01,,Camden Town,E05000142,Regent's Park,529083.06,183480.97,-0.140296,51.535494,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.535494, -0.140296)",31819,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-PREM\0035
6571,APP\PREMISES-C-PREM\0047,Premises - Change of Premises Name,ARBINA,"110 WHITFIELD STREET, LONDON, W1T 5ED",LA2003,Application Approved In Full,No,17/02/2015,,,,,2015-02-16,,,E05000129,Bloomsbury,529311.16,182112.36,-0.137511,51.523142,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.523142, -0.137511)",31809,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-C-PREM\0047
