,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
1593,APP\PREMISES-TRANS\000734,Premises Licence - Transfer Application,Hot Rock Cafe,"6A CAMDEN ROAD, LONDON, NW1 9DL",LA2003,Application Approved In Full,No,05/01/2011,,,,30/12/2010,2010-12-16,,Camden Town,E05000130,Camden Town with Primrose Hill,528955.86,183892.26,-0.141978,51.539219,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.539219, -0.141978)",27521,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\000734
1594,APP\PREMISES-TRANS\000539,Premises Licence - Transfer Application,Flesh and Buns (previously Kitchen Italia),"41 EARLHAM STREET, LONDON, WC2H 9LX",LA2003,Application Approved In Full,No,02/10/2009,,,,30/09/2009,2009-09-16,,Seven Dials,E05000138,Holborn and Covent Garden,530134.56,181122.31,-0.12601400000000001,51.514056,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.514056, -0.126014)",27710,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\000539
1613,APP\PREMISES-TRANS\001122,Premises Licence - Transfer Application,Smoking Goat,"7 DENMARK STREET, LONDON, WC2H 8LZ",LA2003,Application Approved,No,,,,,23/09/2013,2013-09-09,13/09/2013,Seven Dials,E05000138,Holborn and Covent Garden,529900.15,181223.29,-0.129353,51.515018,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.515018, -0.129353)",27161,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\001122
1617,APP\PREMISES-TRANS\001413,Premises Licence - Transfer Application,Feng Sushi,"1 ADELAIDE ROAD, LONDON, NW3 3QE",LA2003,Application Approved In Full,No,13/12/2015,,,,17/12/2015,2015-03-12,,Camden Town,E05000136,Haverstock,528161.47,184381.14,-0.153248,51.543793,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.543793, -0.153248)",26887,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\001413
1618,APP\PREMISES-TRANS\001158,Premises Licence - Transfer Application,Canton Element,"48 RED LION STREET, LONDON, WC1R 4PF",LA2003,Application Approved,No,,,,,20/11/2013,2013-06-11,,,E05000138,Holborn and Covent Garden,530692.5,181775.04,-0.117736,51.519793,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.519793, -0.117736)",27132,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\001158
1623,APP\PREMISES-TRANS\001443,Premises Licence - Transfer Application,Bunga Bunga (Fomerly The Drury Club Basement),"167 DRURY LANE, LONDON, WC2B 5PG",LA2003,Application Approved In Full,No,05/04/2016,,,,18/03/2016,2016-04-03,,Seven Dials,E05000138,Holborn and Covent Garden,530390.33,181320.63,-0.12225699999999999,51.51578,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.51578, -0.122257)",26858,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\001443
1647,APP\PREMISES-TRANS\000295,Premises Licence - Transfer Application,Le Pain Quotidien,"64 TOTTENHAM COURT ROAD, LONDON, W1T 2ET",LA2003,Application Approved In Full,No,21/01/2008,,,,17/01/2008,2008-03-01,,,E05000129,Bloomsbury,529517.29,181805.45,-0.134654,51.520337,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.520337, -0.134654)",27936,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\000295
1648,APP\PREMISES-TRANS\000986,Premises Licence - Transfer Application,The Diner at Bloomsbury,"75 SOUTHAMPTON ROW, LONDON, WC1B 4ET",LA2003,Application Approved In Full,No,15/11/2012,,,,13/11/2012,2012-10-30,,,E05000129,Bloomsbury,530288.95,181829.68,-0.123529,51.520378,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.520378, -0.123529)",27284,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\000986
1652,APP\PREMISES-TRANS\001258,Premises Licence - Transfer Application,Smugglers Tavern,"28 WARREN STREET, LONDON, W1T 5ND",LA2003,Application Approved In Full,No,14/07/2014,,,,09/07/2014,2014-06-25,,,E05000129,Bloomsbury,529087.01,182151.41,-0.140725,51.523545,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.523545, -0.140725)",27039,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\001258
1667,APP\PREMISES-TRANS\001254,Premises Licence - Transfer Application,Rose Mini Market,"121 ISLIP STREET, LONDON, NW5 2DL",LA2003,Application Approved In Full,No,09/07/2014,,,,04/07/2014,2014-06-20,,,E05000139,Kentish Town,529420.68,184981.73,-0.134879,51.548903,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.548903, -0.134879)",27043,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-TRANS\001254
