,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
28782,043945,Existing Part B installation,Hampstead Express Dry Cleaners,"279A Finchley Road, London, NW3 6ND",,Open,No,,,,,,2010-02-09,,,E05000133,Frognal and Fitzjohns,526220.18,184904.94,-0.181039,51.548938,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.548938, -0.181039)",36159,http://opendatacommunities.org/id/london-borough-council/camden,1,Origin,origin043945
29108,044336,Existing Part B installation,Total Fina Elf Filling Station,"109-113 York Way, London, N7 9QE",,Open,No,,,,,,2010-10-19,,,E05000131,Cantelowes,529969.51,184708.58,-0.12706900000000002,51.546323,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.546323, -0.127069)",36099,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin044336
29277,043948,Existing Part B installation,J D Dry Cleaners,"469 Finchley Road, London, NW3 6HS",,Open,No,,,,,,2010-02-09,,,E05000132,Fortune Green,525603.08,185347.9,-0.189777,51.553056,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.553056, -0.189777)",36156,http://opendatacommunities.org/id/london-borough-council/camden,1,Origin,origin043948
29439,043964,Existing Part B installation,Moderna Dry Cleaners,"70 Queen's Crescent, London, NW5 4EE",,Open,No,,,,,,2010-08-09,,,E05000134,Gospel Oak,528172.82,185024.79,-0.15285,51.549575,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.549575, -0.15285)",36150,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043964
29696,043974,Existing Part B installation,Prince of Wales Dry Cleaners,"17 Prince Of Wales Road, London, NW5 3LH",,Open,No,,,,,,2010-08-09,,,E05000139,Kentish Town,528758.13,184678.31,-0.14454,51.546328,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.546328, -0.14454)",36142,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043974
29749,043926,Existing Part B installation,Connoisseur Dry Cleaners,"3-5 Fairhazel Gardens, London, NW6 3QE",,Open,No,,,,,,2010-08-31,,,E05000144,Swiss Cottage,526265.56,184118.38,-0.180667,51.541859,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.541859, -0.180667)",36168,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043926
30682,043946,Existing Part B installation,Heath Dry Cleaners,"66 Rosslyn Hill, London, NW3 1ND",,Open,No,,,,,,2010-02-09,,,E05000135,Hampstead Town,526707.14,185632.32,-0.173758,51.555365,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.555365, -0.173758)",36158,http://opendatacommunities.org/id/london-borough-council/camden,1,Origin,origin043946
31685,043979,Existing Part B installation,Shamrock Dry Cleaners,"210 West End Lane, NW6 1UU",,Open,No,,,,,,2010-08-09,,,E05000145,West Hampstead,525532.74,185058.43,-0.190894,51.550470000000004,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.55047, -0.190894)",36140,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043979
32566,044317,Existing Part B installation,M & A Coachworks Ltd,"135 Highgate Road, London, NW5 1LE",,Open,No,,,,,,2010-10-19,,,E05000137,Highgate,528623.76,185717.4,-0.146097,51.555696999999995,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.555697, -0.146097)",36107,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin044317
32684,044325,Existing Part B installation,Mastermelt Ltd,"56 Hatton Garden, London, EC1N 8HP",,Open,No,,,,,,2010-10-19,,,E05000138,Holborn and Covent Garden,531357.82,181963.34,-0.108083,51.521330999999996,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.521331, -0.108083)",36104,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin044325
33673,044330,Existing Part B installation,BP Hampstead Service Station,"104A Finchley Road, London, NW3 5EY",,Open,No,,,,,,2010-10-19,,,E05000133,Frognal and Fitzjohns,526503.94,184525.07,-0.177086,51.54546,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.54546, -0.177086)",36102,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin044330
34244,043970,Existing Part B installation,Perk Clean,"20 Fortess Road, London, NW5 2EY",,Open,No,,,,,,2010-08-09,,,E05000139,Kentish Town,529015.39,185365.81,-0.14057999999999998,51.552448,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.552448, -0.14058)",36146,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043970
34622,045150,Existing Part B installation,Kleen Machine Dry Cleaning,"347 Kentish Town Road, London, NW5 2TJ",,Open,No,,,,,,2011-01-24,,,E05000139,Kentish Town,529025.9,185175.9,-0.140498,51.550739,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.550739, -0.140498)",36025,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin045150
35215,043988,Existing Part B installation,The Fresh Collection,"104 Robert Street, London, NW1 3QP",,Open,No,,,,,,2010-08-09,,,E05000142,Regent's Park,528880.09,182717.81,-0.143499,51.528682,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.528682, -0.143499)",36131,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043988
35238,044328,Existing Part B installation,BP Filling Station,"142 Hampstead Road, London, NW1 2PT",,Open,No,,,,,,2010-10-19,,,E05000142,Regent's Park,529228.24,182948.6,-0.138399,51.530676,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.530676, -0.138399)",36103,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin044328
35255,043990,Existing Part B installation,Universal Dry Cleaners,"9 Brecknock Road, London, N7 0BL",,Open,No,,,,,,2010-08-09,,,E05000139,Kentish Town,529743.41,184998.68,-0.130221,51.548982,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.548982, -0.130221)",36129,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,origin043990
