,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
29997,APP\PREMISES-VARYDPS\001682,Premises - Variation of DPS,Oddbins,"229 WEST END LANE, LONDON, NW6 1XJ",LA2003,Application Approved In Full,No,29/04/2010,,,,15/04/2010,2010-01-04,,,E05000145,West Hampstead,525504.11,184871.24,-0.19137300000000002,51.548794,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.548794, -0.191373)",24743,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\001682
30019,APP\PREMISES-VARYDPS\000172,Premises - Variation of DPS,Sahara Nights,"257 259 PENTONVILLE ROAD, LONDON, N1 9NL",LA2003,Application Approved In Full,No,09/03/2006,,,,24/02/2006,2006-10-02,,,E05000141,King's Cross,530530.86,182970.86,-0.119622,51.530577,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.530577, -0.119622)",26164,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\000172
30020,APP\PREMISES-VARYDPS\000279,Premises - Variation of DPS,Pricecheck,"335 337 GRAY'S INN ROAD, LONDON, WC1X 8PX",LA2003,Application Approved In Full,No,07/06/2006,,,,26/05/2006,2006-12-05,,,E05000141,King's Cross,530388.77,182929.58,-0.12168499999999999,51.530239,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.530239, -0.121685)",26066,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\000279
30032,APP\PREMISES-VARYDPS\001618,Premises - Variation of DPS,Lucas Arms,"245A GRAY'S INN ROAD, LONDON, WC1X 8QY",LA2003,Application Approved In Full,No,27/01/2010,,,,02/02/2010,2010-01-19,,,E05000141,King's Cross,530523.24,182736.38,-0.11981900000000001,51.528472,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.528472, -0.119819)",24805,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\001618
30033,APP\PREMISES-VARYDPS\002861,Premises - Variation of DPS,Sainsburys Supermarket Ltd,"71 MID CITY PLACE HIGH HOLBORN, LONDON, WC1V 6EA",LA2003,Application Approved In Full,No,06/09/2013,,,,23/07/2013,2013-09-07,,,E05000138,Holborn and Covent Garden,530830.04,181642.15,-0.11580399999999999,51.518567,Nearest OS Open Map-Local Building,11/05/2017 07:37:27 PM,"(51.518567, -0.115804)",23630,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\002861
30034,APP\PREMISES-VARYDPS\002780,Premises - Variation of DPS,Imagination,"25  27 STORE STREET, LONDON, WC1E 7BL",LA2003,Application Approved In Full,No,14/05/2013,,,,09/05/2013,2013-04-25,,,E05000129,Bloomsbury,529753.68,181714.66,-0.13128199999999998,51.519467,Nearest OS Open Map-Local Building,11/05/2017 07:37:27 PM,"(51.519467, -0.131282)",23709,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\002780
30038,APP\PREMISES-VARYDPS\001723,Premises - Variation of DPS,Lyttelton Arms,"1 CAMDEN HIGH STREET, LONDON, NW1 7JE",LA2003,Application Approved In Full,No,10/06/2010,,,,07/06/2010,2010-05-24,,Camden Town,E05000142,Regent's Park,529129.52,183417.31,-0.139649,51.534911,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.534911, -0.139649)",24709,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\001723
30046,APP\PREMISES-VARYDPS\001394,Premises - Variation of DPS,Oddbins,"229 WEST END LANE, LONDON, NW6 1XJ",LA2003,Application Approved In Full,No,04/06/2009,,,,06/05/2009,2009-04-22,,,E05000145,West Hampstead,525504.11,184871.24,-0.19137300000000002,51.548794,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.548794, -0.191373)",25015,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\001394
30054,APP\PREMISES-VARYDPS\000282,Premises - Variation of DPS,Bill's (formerly Pitcher and Piano),"42 KINGSWAY, LONDON, WC2B 6EX",LA2003,Application Approved In Full,No,26/05/2006,,,,25/05/2006,2006-11-05,,,E05000138,Holborn and Covent Garden,530636.89,181331.4,-0.118702,51.515819,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.515819, -0.118702)",26063,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\000282
30064,APP\PREMISES-VARYDPS\002091,Premises - Variation of DPS,New Market Inn,"17 YORK WAY, LONDON, N7 9QG",LA2003,Application Approved In Full,No,06/06/2011,,,,11/05/2011,2011-04-27,,,E05000131,Cantelowes,530004.99,184347.96,-0.126691,51.543074,Nearest OS Open Map-Local Building,11/05/2017 07:37:27 PM,"(51.543074, -0.126691)",24354,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-VARYDPS\002091
