,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
641,APP\PREMISES-CONV\000645,Premises - Conversion of Licence,Londis,"16 EAGLE HOUSE PROCTER STREET, LONDON, WC1V 6NX",LA2003,Application Approved,No,23/08/2005,,,,23/08/2005,2005-07-25,,,E05000138,Holborn and Covent Garden,530646.99,181604.17,-0.11845499999999999,51.518268,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.518268, -0.118455)",31211,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000645
647,APP\PREMISES-CONV\000506,Premises - Conversion of Licence,Royal National Hotel,"3851 ROYAL NATIONAL HOTEL BEDFORD WAY, LONDON, WC1H 0DG",LA2003,Application Approved,No,12/08/2005,,,,11/08/2005,2005-07-13,,,E05000129,Bloomsbury,530006.79,182179.67,-0.12746500000000002,51.523588000000004,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.523588, -0.127465)",31338,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000506
670,APP\PREMISES-CONV\000018,Premises - Conversion of Licence,Brookes Brothers Wine Bar & Brasserie,"33 BROOKE STREET, LONDON, EC1N 7RS",LA2003,Application Rejected - Incomplete Documentation,No,,,,,,2005-04-04,08/04/2005,,E05000138,Holborn and Covent Garden,531153.32,181689.81,-0.11112999999999999,51.518921,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.518921, -0.11113)",31773,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000018
718,APP\PREMISES-CONV\000362,Premises - Conversion of Licence,Zara Cafe Restaurant,"11 SOUTH END ROAD, LONDON, NW3 2PT",LA2003,Application Approved,No,26/07/2005,,,,26/07/2005,2005-06-27,,,E05000135,Hampstead Town,527227.98,185526.22,-0.16628800000000002,51.554295,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.554295, -0.166288)",31474,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000362
793,APP\PREMISES-CONV\000251,Premises - Conversion of Licence,Versilia Restaurant,"250 PALACE COURT FINCHLEY ROAD, LONDON, NW3 6DN",LA2003,Application Approved,No,09/07/2005,,,,08/07/2005,2005-09-06,,,E05000133,Frognal and Fitzjohns,525736.61,185333.04,-0.187857,51.552893,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.552893, -0.187857)",31579,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000251
804,APP\PREMISES-CONV\000304,Premises - Conversion of Licence,Marks and Spencer,"55 TOTTENHAM COURT ROAD, LONDON, W1T 2EL",LA2003,Application Approved,No,21/07/2005,,,,19/07/2005,2005-06-20,,,E05000129,Bloomsbury,529579.24,181715.35,-0.133795,51.519513,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.519513, -0.133795)",31527,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000304
823,APP\PREMISES-CONV\000629,Premises - Conversion of Licence,Balans Restaurant,"3234 MONMOUTH STREET, LONDON, WC2H 9HA",LA2003,Application Approved,Yes,26/09/2005,,,30/08/2005,20/08/2005,2005-07-22,,Seven Dials,E05000138,Holborn and Covent Garden,530045.49,181068.86,-0.127317,51.513596,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.513596, -0.127317)",31225,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000629
891,APP\PREMISES-CONV\000089,Premises - Conversion of Licence,Staunton Hotel,"13  15 GOWER STREET, LONDON, WC1E 6HE",LA2003,Application Approved,No,09/06/2005,,,,09/06/2005,2005-11-05,,,E05000129,Bloomsbury,529854.65,181787.75,-0.129801,51.520101000000004,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.520101, -0.129801)",31718,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000089
953,APP\PREMISES-CONV\000441,Premises - Conversion of Licence,Golden Valley,"177 YORK WAY, LONDON, N7 9LN",LA2003,Application Rejected - Incomplete Documentation,No,,,,,29/07/2005,2005-06-30,07/07/2005,,E05000131,Cantelowes,529809.5,184935.2,-0.12929200000000002,51.548396000000004,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.548396, -0.129292)",31400,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000441
1046,APP\PREMISES-CONV\000828,Premises - Conversion of Licence,Birkbeck College (Gordon Sq),"39  47 GORDON SQUARE, LONDON, WC1H 0PD",LA2003,Application Approved,No,01/09/2005,,,,27/08/2005,2005-07-29,,,E05000129,Bloomsbury,529830.31,182290.24,-0.129966,51.524621999999994,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.524622, -0.129966)",31047,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-CONV\000828
