,Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI,path,Origin-Destination,PathId
6681,APP\PREMISES-NEW\001445,Premises - New Licence,The Bryson,"124 132 CLERKENWELL ROAD, LONDON, EC1R 5DL",LA2003,Application Rejected,No,,,,,15/10/2014,2014-09-17,09/10/2014,,E05000138,Holborn and Covent Garden,531287.4,182086.91,-0.109051,51.522458,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.522458, -0.109051)",28699,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\001445
6686,APP\PREMISES-NEW\001263,Premises - New Licence,October Gallery,"24 OLD GLOUCESTER STREET, LONDON, WC1N 3AL",LA2003,Application Approved In Full,No,06/02/2013,,,,05/02/2013,2013-08-01,,,E05000138,Holborn and Covent Garden,530417.04,181884.29,-0.12166400000000001,51.520839,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.520839, -0.121664)",28868,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\001263
6718,APP\PREMISES-NEW\001023,Premises - New Licence,Camden New Town Community Festival,"1 CAMDEN SQUARE, LONDON, NW1 9UY",LA2003,Application Approved In Full,No,14/06/2011,,,,13/06/2011,2011-05-16,,,E05000131,Cantelowes,529503.11,184497.6,-0.13386900000000002,51.544534000000006,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.544534, -0.133869)",29078,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\001023
6725,APP\PREMISES-NEW\000894,Premises - New Licence,Apricot (Previously known as Gaufre De Reveur),"136 CHARING CROSS ROAD, LONDON, WC2H 0LA",LA2003,Application Partially Approved,Yes,27/04/2010,,,26/04/2010,02/04/2010,2010-05-03,,Seven Dials,E05000138,Holborn and Covent Garden,529890.6,181279.62,-0.12947,51.515526,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.515526, -0.12947)",29191,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\000894
6728,APP\PREMISES-NEW\000072,Premises - New Licence,Spring Studios,"10 SPRING HOUSE SPRING PLACE, LONDON, NW5 3BH",LA2003,Application Partially Approved,Yes,12/01/2006,,,14/11/2005,24/10/2005,2005-09-26,,,E05000134,Gospel Oak,528502.77,185056.03,-0.148083,51.549781,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.549781, -0.148083)",29896,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\000072
6778,APP\PREMISES-NEW\000148,Premises - New Licence,Star Fish & Chips & Kebabs,"135 KING'S CROSS ROAD, LONDON, WC1X 9BJ",LA2003,Application Rejected,Yes,,,,,22/11/2005,2005-10-25,25/11/2005,,E05000141,King's Cross,530746.38,182858.51,-0.116559,51.529517999999996,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.529518, -0.116559)",29832,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\000148
6784,APP\PREMISES-NEW\001470,Premises - New Licence,Hub by Premier Inn,"2  16 BROOK HOUSE TORRINGTON PLACE, LONDON, WC1E 7HN",LA2003,Application Partially Approved,Yes,19/03/2015,,,29/01/2015,05/01/2015,2014-08-12,,,E05000129,Bloomsbury,529563.14,181905.54,-0.133957,51.521226,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.521226, -0.133957)",28680,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\001470
6819,APP\PREMISES-NEW\000260,Premises - New Licence,Tin Pan Alley Festival,"1 DENMARK STREET, LONDON, WC2H 8LP",LA2003,Application Rejected,No,,,,,14/02/2006,2006-01-17,01/02/2006,Seven Dials,E05000138,Holborn and Covent Garden,529890.6,181279.62,-0.12947,51.515526,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.515526, -0.12947)",29731,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\000260
6830,APP\PREMISES-NEW\000081,Premises - New Licence,Fung Sun Kitchen,"80 CHALK FARM ROAD, LONDON, NW1 8AR",LA2003,Application Approved In Full,No,25/10/2005,,,,24/10/2005,2005-09-26,,Camden Town,E05000136,Haverstock,528257.51,184405.88,-0.151855,51.543994,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.543994, -0.151855)",29887,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\000081
6832,APP\PREMISES-NEW\000922,Premises - New Licence,Nunu,"130 CHARING CROSS ROAD, LONDON, WC2H 0LA",LA2003,Application Partially Approved,Yes,07/10/2010,,,09/08/2010,16/07/2010,2010-06-18,,Seven Dials,E05000138,Holborn and Covent Garden,529890.6,181279.62,-0.12947,51.515526,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.515526, -0.12947)",29164,http://opendatacommunities.org/id/london-borough-council/camden,1,Destination,originAPP\PREMISES-NEW\000922
